Member_number,itemDescription
4081,pip fruit
4336,root vegetables
4193,sauces
1944,pork
1086,rolls/buns
4518,other vegetables
1362,tropical fruit
1297,sausage
4809,UHT-milk
3720,butter
4946,soft cheese
1399,frozen meals
3548,other vegetables
2791,other vegetables
3541,chicken
2694,pip fruit
4449,curd
2288,whole milk
1426,margarine
4126,other vegetables
2960,other vegetables
3921,rolls/buns
3931,canned beer
3183,soda
4172,Instant food products
1767,bottled water
4665,whole milk
3386,fruit/vegetable juice
3731,other vegetables
1478,soft cheese
3306,bottled beer
1204,rolls/buns
1611,sausage
4555,chocolate
1612,yogurt
2217,candy
1869,oil
3384,photo/film
4875,pip fruit
3157,white wine
2973,napkins
3007,rolls/buns
1230,canned beer
1522,whole milk
3714,other vegetables
2110,whole milk
3051,canned beer
3790,Instant food products
3851,bottled beer
4498,butter
1182,rolls/buns
2694,pip fruit
4099,root vegetables
2229,fruit/vegetable juice
2618,long life bakery product
4902,other vegetables
1746,tropical fruit
2424,butter milk
2922,soda
4030,butter
3107,waffles
1996,rolls/buns
3613,root vegetables
2423,whole milk
4384,other vegetables
2856,instant coffee
1437,pastry
4116,dishes
2143,yogurt
4013,canned vegetables
2011,yogurt
3011,pickled vegetables
4259,pastry
3750,pip fruit
3633,soda
4544,coffee
2314,whole milk
2287,frozen meals
2166,tropical fruit
1162,red/blush wine
4215,specialty fat
4666,frozen vegetables
3790,brown bread
3650,bottled beer
3309,white bread
1501,curd
4580,soft cheese
4942,butter
1169,liquor
1217,whole milk
4750,yogurt
4870,soda
4194,photo/film
3629,yogurt
1143,UHT-milk
2600,whole milk
4432,root vegetables
1147,soda
4508,tropical fruit
3130,ice cream
3181,pip fruit
3830,root vegetables
3153,pork
3656,canned beer
1930,finished products
2761,brown bread
4443,other vegetables
3976,other vegetables
2671,whole milk
3189,brown bread
1850,condensed milk
1899,other vegetables
2570,other vegetables
3805,butter milk
1580,misc. beverages
3474,rolls/buns
2758,soft cheese
1996,rolls/buns
2426,whole milk
4898,bottled beer
1187,citrus fruit
2056,processed cheese
4923,white bread
4321,yogurt
2924,other vegetables
2029,sugar
2402,meat
3137,beverages
3115,napkins
1628,fruit/vegetable juice
1930,bottled water
2751,soda
1753,berries
3323,pastry
3267,sauces
1069,pork
2164,pip fruit
3660,chocolate
2129,tropical fruit
1836,specialty chocolate
4007,bottled beer
1715,spread cheese
1225,white bread
4492,frozen dessert
4197,coffee
4878,ham
3574,UHT-milk
4259,yogurt
2131,sparkling wine
1308,brown bread
3089,pork
3695,dessert
1574,whole milk
3643,sugar
4900,whole milk
4603,bathroom cleaner
4088,onions
2155,frozen vegetables
1050,house keeping products
2144,yogurt
4308,soda
4741,onions
2550,tropical fruit
1797,white wine
4235,brown bread
1680,fruit/vegetable juice
3348,dessert
2835,rolls/buns
1391,white wine
1086,ice cream
2705,root vegetables
2803,butter milk
2045,frozen vegetables
4270,napkins
1817,margarine
4756,whipped/sour cream
4125,pip fruit
4014,soda
1500,specialty bar
3855,other vegetables
2037,citrus fruit
4907,rolls/buns
2055,sausage
1133,coffee
3099,citrus fruit
4261,whole milk
2276,whipped/sour cream
2584,whole milk
1544,other vegetables
4416,candy
3727,rolls/buns
1059,sausage
1999,soft cheese
2584,soda
3528,soda
3782,meat spreads
4453,pip fruit
1881,root vegetables
4122,dessert
4874,beef
1410,other vegetables
3357,beverages
1554,meat
1652,newspapers
4251,root vegetables
4316,long life bakery product
1491,hamburger meat
1522,newspapers
1927,rolls/buns
3668,pip fruit
4385,meat
3005,brown bread
2132,whole milk
2484,sausage
2264,bottled beer
3045,chicken
4297,other vegetables
1050,pasta
3718,soda
1423,pasta
1071,yogurt
1399,condensed milk
2892,sausage
2396,whole milk
3663,rolls/buns
4139,citrus fruit
4044,sliced cheese
3639,tropical fruit
1753,other vegetables
1835,pastry
1783,misc. beverages
3863,turkey
1229,beef
2470,tropical fruit
1828,herbs
3360,rolls/buns
4690,whole milk
4814,white bread
3099,meat
3961,butter
1948,bottled water
4414,whipped/sour cream
2906,chicken
2017,dog food
2086,sparkling wine
3082,soda
4574,seasonal products
3696,citrus fruit
1653,hamburger meat
2930,other vegetables
3602,butter
1103,waffles
3223,photo/film
4788,photo/film
3358,other vegetables
4133,canned beer
4160,spread cheese
2080,canned beer
1877,bottled water
2243,meat
2738,pickled vegetables
3869,canned beer
2924,root vegetables
4613,long life bakery product
3421,sugar
4764,tropical fruit
4800,tropical fruit
1288,whole milk
2194,beef
2072,processed cheese
2950,semi-finished bread
1681,pip fruit
3957,tropical fruit
1004,whole milk
4048,specialty chocolate
2309,whole milk
3238,specialty bar
3613,tropical fruit
1716,meat
3669,margarine
4806,citrus fruit
1434,domestic eggs
3977,brown bread
4086,pastry
3357,bottled beer
2159,tropical fruit
2984,butter
1351,tropical fruit
1359,tropical fruit
3636,soda
3783,frozen meals
2807,herbs
3960,root vegetables
4233,root vegetables
3683,shopping bags
4838,soda
2779,red/blush wine
4297,whole milk
1258,rolls/buns
2755,whole milk
2340,meat
1690,newspapers
2592,curd
2952,hamburger meat
3246,soda
1900,liquor
3414,whipped/sour cream
1153,chewing gum
1751,whipped/sour cream
2499,other vegetables
2355,rolls/buns
3660,candy
2760,bottled beer
1028,rolls/buns
4657,chocolate
1569,other vegetables
3737,rolls/buns
3462,citrus fruit
2921,specialty chocolate
1111,whole milk
1261,whole milk
1572,frozen dessert
1811,canned beer
3287,herbs
1020,frozen meals
2374,canned fish
2252,oil
3289,margarine
1312,long life bakery product
1045,root vegetables
1275,frozen potato products
4241,soda
1116,brown bread
1356,napkins
2354,beverages
4045,tropical fruit
3189,seasonal products
3515,onions
1169,waffles
2299,yogurt
3539,white bread
2389,bottled water
1487,yogurt
4698,prosecco
3335,fruit/vegetable juice
1065,tropical fruit
4763,whole milk
2879,dessert
1451,tropical fruit
1947,whole milk
4364,cream cheese 
4477,other vegetables
1150,long life bakery product
2873,rolls/buns
3040,brown bread
4862,yogurt
2795,whole milk
2254,light bulbs
2066,specialty chocolate
3180,whole milk
1205,white bread
4040,herbs
4760,dessert
2357,pip fruit
1507,yogurt
1870,liquor (appetizer)
3900,other vegetables
3627,frozen meals
2098,tropical fruit
2242,yogurt
3444,canned beer
2437,whole milk
2267,other vegetables
3930,tropical fruit
1964,pip fruit
4362,yogurt
2339,ham
1663,yogurt
2384,semi-finished bread
3013,other vegetables
3765,tropical fruit
1446,brown bread
2135,instant coffee
4872,whole milk
4817,UHT-milk
2571,pastry
4338,semi-finished bread
2760,whole milk
4564,hamburger meat
1862,seasonal products
4155,salty snack
2965,dessert
4854,tropical fruit
3349,rolls/buns
3416,butter milk
1466,ice cream
1032,white bread
4489,curd
3862,instant coffee
1181,bottled beer
4772,yogurt
3612,other vegetables
3266,other vegetables
4969,soda
1035,pip fruit
2917,ham
2861,dessert
3247,root vegetables
3913,other vegetables
3877,fruit/vegetable juice
1129,tea
2605,pork
2308,cream cheese 
1412,rolls/buns
3743,coffee
2937,dishes
1932,tropical fruit
3857,meat spreads
3810,yogurt
1241,specialty chocolate
1607,margarine
3854,whole milk
4509,frozen meals
2654,other vegetables
2511,soda
4337,root vegetables
2993,other vegetables
3138,hard cheese
3518,whole milk
1057,soda
2125,yogurt
4137,pork
4761,pip fruit
1162,canned beer
1761,whole milk
3507,tropical fruit
3104,frozen vegetables
2070,root vegetables
4266,newspapers
4187,whipped/sour cream
3297,processed cheese
2618,flower (seeds)
3895,cat food
4657,processed cheese
2042,tropical fruit
1342,other vegetables
2784,whole milk
4110,chicken
2908,pip fruit
3489,yogurt
1335,waffles
2718,specialty chocolate
1153,tropical fruit
4165,other vegetables
3769,rolls/buns
1733,mustard
2290,brown bread
2669,brown bread
1852,whole milk
4515,root vegetables
4875,rolls/buns
3437,cream cheese 
1494,beef
4505,onions
2440,onions
2603,spread cheese
4629,sugar
3382,cat food
4509,meat
1510,specialty bar
2470,rolls/buns
4487,meat
4574,mayonnaise
4005,rolls/buns
1379,meat
3830,pip fruit
4812,yogurt
3956,yogurt
4234,berries
3180,yogurt
3300,other vegetables
4287,berries
1628,whole milk
2033,yogurt
2517,newspapers
2430,pastry
3108,whole milk
4574,soft cheese
2851,herbs
4719,whole milk
1128,specialty bar
1571,misc. beverages
1810,butter
2453,salty snack
3616,misc. beverages
2530,spread cheese
4617,whole milk
2176,pip fruit
4183,processed cheese
2951,whole milk
2587,pork
4540,beef
3024,UHT-milk
2348,specialty bar
4559,rolls/buns
3213,soda
3972,pip fruit
4935,bottled beer
4198,whole milk
1139,rolls/buns
4959,rolls/buns
1550,domestic eggs
3536,whole milk
4697,butter milk
3164,pip fruit
4640,rolls/buns
2986,UHT-milk
1878,shopping bags
1037,tropical fruit
3863,soda
1534,pork
1109,pip fruit
2381,whole milk
3787,domestic eggs
4628,bottled water
3157,newspapers
2535,pip fruit
1006,bottled water
3897,brown bread
2804,other vegetables
3804,domestic eggs
3060,other vegetables
3158,bottled beer
2651,turkey
2036,whole milk
3362,pip fruit
3511,whole milk
3083,waffles
2193,specialty bar
2733,soda
3158,hamburger meat
4794,root vegetables
4515,other vegetables
1171,other vegetables
2375,sausage
1234,curd
3488,curd
1118,berries
1754,root vegetables
3772,pot plants
4906,sausage
3727,citrus fruit
4502,whole milk
3329,cream cheese 
4342,whole milk
4659,frozen dessert
2359,whole milk
4133,root vegetables
1777,margarine
1696,whole milk
2888,pastry
2166,bottled water
1780,sugar
2477,root vegetables
3344,rolls/buns
3658,beef
4106,coffee
1810,pork
2698,bottled water
2470,pork
3122,other vegetables
4637,bottled water
3435,hamburger meat
3982,canned beer
1297,yogurt
2935,rolls/buns
2625,pork
2830,hamburger meat
1347,berries
3768,ham
4709,other vegetables
3544,dessert
1525,ham
2339,whole milk
1268,whole milk
4635,whole milk
4498,photo/film
4747,tropical fruit
1747,root vegetables
3396,packaged fruit/vegetables
2873,whole milk
2811,waffles
3549,berries
3675,pastry
2309,chicken
3112,whole milk
1905,cat food
2811,beef
1561,yogurt
1640,butter milk
2185,rolls/buns
1697,pip fruit
2102,root vegetables
4597,ice cream
3084,root vegetables
1479,tropical fruit
4840,margarine
2962,soda
3346,margarine
2789,yogurt
4915,rolls/buns
2989,whole milk
3150,whole milk
4729,whole milk
1077,white bread
4435,white bread
2291,pip fruit
3779,whole milk
2842,beef
2996,bottled beer
3153,newspapers
3266,bottled beer
1143,pork
2151,tropical fruit
1734,other vegetables
1170,whole milk
2457,other vegetables
3621,other vegetables
2627,beverages
4154,beef
2996,whipped/sour cream
4284,whole milk
2584,hard cheese
2195,misc. beverages
1789,whole milk
4453,hamburger meat
3615,chicken
3826,coffee
1028,rolls/buns
2871,root vegetables
2674,chicken
3708,whole milk
3194,tropical fruit
2111,other vegetables
3828,citrus fruit
1031,ice cream
3407,onions
3226,fish
1198,frozen fish
4032,root vegetables
1687,domestic eggs
2533,ham
2396,canned fish
4209,newspapers
2982,rolls/buns
2457,fruit/vegetable juice
1921,sliced cheese
1201,candles
3140,whole milk
2576,meat
3390,newspapers
2016,pip fruit
3004,domestic eggs
3087,margarine
3866,finished products
4013,canned beer
1195,butter
2849,sausage
4604,specialty chocolate
1114,root vegetables
2698,whole milk
1074,semi-finished bread
2188,whole milk
2946,citrus fruit
2337,root vegetables
2064,salad dressing
4714,misc. beverages
1515,root vegetables
2093,tropical fruit
2215,rolls/buns
4321,grapes
1700,pip fruit
2705,whole milk
1904,newspapers
1915,brown bread
3248,tropical fruit
4785,shopping bags
4217,cling film/bags
3426,root vegetables
4130,semi-finished bread
3569,chewing gum
1005,whipped/sour cream
1945,yogurt
1109,pip fruit
3176,whole milk
2394,whole milk
1969,other vegetables
3643,root vegetables
4656,curd
1655,brown bread
3679,rolls/buns
3735,bottled beer
4828,root vegetables
4756,beef
4859,other vegetables
4342,pip fruit
3552,butter
3373,bottled water
2057,tropical fruit
4324,bottled water
1165,frozen vegetables
2939,tropical fruit
4900,chicken
4206,rolls/buns
2662,root vegetables
1107,onions
2543,root vegetables
2111,tropical fruit
4492,butter milk
2037,beef
3973,other vegetables
3947,pip fruit
3662,other vegetables
1495,meat
3403,curd
3580,whole milk
4025,other vegetables
4915,dessert
2105,curd
3403,canned beer
4159,other vegetables
1741,fruit/vegetable juice
3417,rolls/buns
3895,curd
1014,hamburger meat
1998,root vegetables
3462,rolls/buns
3584,whipped/sour cream
4927,root vegetables
1908,pip fruit
1139,tropical fruit
3168,butter milk
4373,pork
4244,whole milk
4661,whole milk
3305,soda
1408,hamburger meat
2242,chicken
4160,bottled beer
2129,berries
3518,finished products
2794,whole milk
3666,whole milk
3094,soda
3730,pork
4612,butter
2897,whole milk
4132,other vegetables
4721,rolls/buns
3113,cream cheese 
1772,rolls/buns
4470,brown bread
3737,whole milk
4171,whole milk
1300,chicken
4822,ice cream
3458,sausage
3912,soda
2716,rolls/buns
4244,other vegetables
3009,canned beer
2406,root vegetables
2185,citrus fruit
1575,white bread
2986,whole milk
1676,root vegetables
2621,root vegetables
2709,yogurt
2706,whole milk
1144,root vegetables
1869,tropical fruit
3067,meat
1297,herbs
4747,pip fruit
3346,beef
1556,herbs
3671,whole milk
2648,soda
4622,citrus fruit
2855,rolls/buns
4494,root vegetables
4575,whole milk
4770,chicken
2294,whole milk
2449,butter
2411,chicken
2257,hamburger meat
2271,root vegetables
4101,hamburger meat
4564,shopping bags
2886,curd
2511,pip fruit
4933,mayonnaise
1190,canned beer
4364,whole milk
3918,butter
4749,tropical fruit
3919,berries
1148,soda
4219,long life bakery product
2241,pet care
4915,bottled water
2632,rolls/buns
2847,rolls/buns
3937,rolls/buns
4416,other vegetables
2084,beverages
3604,pip fruit
4463,beef
3950,napkins
3540,salt
4077,hamburger meat
4144,berries
3576,pot plants
3209,other vegetables
1011,curd cheese
2760,long life bakery product
3967,root vegetables
3668,pip fruit
3258,flower (seeds)
4336,newspapers
4632,turkey
1676,other vegetables
4566,tropical fruit
4730,whole milk
4274,chicken
2860,beef
4316,citrus fruit
3915,other vegetables
2059,tropical fruit
1694,rolls/buns
4941,white wine
3840,soda
3282,yogurt
4272,other vegetables
1821,coffee
1524,whipped/sour cream
3849,berries
2964,candy
1506,long life bakery product
1682,other vegetables
3458,other vegetables
1248,chicken
4330,beef
4493,other vegetables
3222,other vegetables
1567,onions
2866,curd
3749,organic sausage
2034,meat
3789,bottled water
2514,soda
3315,frozen meals
4951,root vegetables
2908,organic sausage
3439,white bread
2661,other vegetables
3609,soda
1165,beef
1212,tropical fruit
1921,root vegetables
3203,pastry
4984,pastry
4254,shopping bags
3584,meat
4008,tropical fruit
2512,whole milk
1034,tropical fruit
2174,other vegetables
4667,soda
1908,pip fruit
2781,newspapers
4073,UHT-milk
2193,pip fruit
1980,white bread
4226,chocolate
1508,brown bread
4187,pip fruit
1793,frozen vegetables
3160,red/blush wine
3186,hard cheese
3268,root vegetables
4084,tidbits
